Id,ClientId,Action,Date,Note,Category,AmountInCents
340,7191,PEPCO  JULY 2009,2009-07-09 00:00:00.000,NULL,NULL,NULL
341,7192,,2018-05-23 00:00:00.000,NULL,NULL,NULL
342,7193,PRESCRIPTION,2012-03-12 00:00:00.000,NULL,NULL,NULL
343,3938,PEPCO,2022-05-13 00:00:00.000,NULL,NULL,NULL
344,1421,PEPCO,2017-10-25 00:00:00.000,NULL,NULL,NULL
345,1421,PEPCO,2019-08-12 00:00:00.000,NULL,NULL,NULL
346,1421,PEPCO,2015-12-01 00:00:00.000,NULL,NULL,NULL
347,7195,WSSC,2017-06-06 00:00:00.000,NULL,NULL,NULL
348,7196," - HOC",2019-08-31 00:00:00.000,NULL,NULL,NULL
349,7197," - POTOMAC PREM PROP.",2013-04-13 00:00:00.000,NULL,NULL,NULL
350,7198,"   HOC RESIDENT ACCOUNTING",2012-01-12 00:00:00.000,NULL,NULL,NULL
351,4049," - SUMMIT HILLS APT HOMES",2023-04-05 00:00:00.000,NULL,NULL,NULL
352,3839,WASHINGTON GAS,2022-10-20 00:00:00.000,NULL,NULL,NULL
353,7200,PRESCRIPTIONS,2011-04-11 00:00:00.000,NULL,NULL,NULL
354,7200,PRESCRIPTIONS,2011-07-11 00:00:00.000,NULL,NULL,NULL
355,1425,PEPCO,2019-06-07 00:00:00.000,NULL,NULL,NULL
356,7201,PEPCO,2015-06-15 00:00:00.000,NULL,NULL,NULL
357,7201,,2015-06-15 00:00:00.000,NULL,NULL,NULL
358,7202,PRESCRIPTIONS,2012-02-01 00:00:00.000,NULL,NULL,NULL
359,7203,,2014-10-14 00:00:00.000,NULL,NULL,NULL
360,1426," - HOC",2013-02-13 00:00:00.000,NULL,NULL,NULL
361,1426,PRESCRIPTIONS,2014-11-01 00:00:00.000,NULL,NULL,NULL
362,1426,PRESCRIPTIONS,2015-11-15 00:00:00.000,NULL,NULL,NULL
363,7204,PEPCO,2015-08-01 00:00:00.000,NULL,NULL,NULL
364,7205,,2014-09-14 00:00:00.000,NULL,NULL,NULL
365,7206,,2019-01-29 00:00:00.000,NULL,NULL,NULL
366,7207,,2016-04-01 00:00:00.000,NULL,NULL,NULL
367,7207,,2017-11-15 00:00:00.000,NULL,NULL,NULL
368,7208," - THE FIELDS OF BETHESDA",2023-01-25 00:00:00.000,NULL,NULL,NULL
369,7209,PRESCRIPTIONS,2014-12-14 00:00:00.000,NULL,NULL,NULL
370,7210,PEPCO,2017-05-08 00:00:00.000,NULL,NULL,NULL
371,7211,PEPCO,2013-12-13 00:00:00.000,NULL,NULL,NULL
372,7212,,2011-04-11 00:00:00.000,NULL,NULL,NULL
373,7213," - HOC",2012-08-12 00:00:00.000,NULL,NULL,NULL
374,7214,WASH GAS,2013-09-13 00:00:00.000,NULL,NULL,NULL
375,7215,PRESCRIPTION MAY 2009,2009-05-09 00:00:00.000,NULL,NULL,NULL
376,7216,PRESCRIPTIONS,2013-06-13 00:00:00.000,NULL,NULL,NULL
377,1435,PRESCRIPTIONS,2016-12-14 00:00:00.000,NULL,NULL,NULL
378,7217," - HOTEL FOR DISPLACED FAMILY",2020-01-13 00:00:00.000,NULL,NULL,NULL
379,7218,PEPCO,2016-10-22 00:00:00.000,NULL,NULL,NULL
380,7218,WASH GAS,2016-10-22 00:00:00.000,NULL,NULL,NULL
381,7219,WSSC,2012-12-12 00:00:00.000,NULL,NULL,NULL
382,3772,MEDICAL,2022-03-08 00:00:00.000,NULL,NULL,NULL
383,3772,MEDICAL,2022-03-08 00:00:00.000,NULL,NULL,NULL
384,3772,MEDICAL,2022-03-08 00:00:00.000,NULL,NULL,NULL
385,3772,MEDICAL,2022-03-08 00:00:00.000,NULL,NULL,NULL
386,3772,MEDICAL,2022-07-13 00:00:00.000,NULL,NULL,NULL
387,3772,MEDICAL,2022-07-13 00:00:00.000,NULL,NULL,NULL
388,3772,MEDICAL,2022-10-05 00:00:00.000,NULL,NULL,NULL
389,3772,MEDICAL,2022-10-13 00:00:00.000,NULL,NULL,NULL
390,3772,MEDICAL,2022-11-30 00:00:00.000,NULL,NULL,NULL
391,7220,"HOC - ",2016-03-24 00:00:00.000,NULL,NULL,NULL
392,7220,PRESCRIPTIONS,2016-05-16 00:00:00.000,NULL,NULL,NULL
393,7220,PRESCRIPTIONS,2018-02-16 00:00:00.000,NULL,NULL,NULL
394,7220,PRESCRIPTIONS,2018-07-14 00:00:00.000,NULL,NULL,NULL
395,7220,PRESCRIPTIONS,2019-04-11 00:00:00.000,NULL,NULL,NULL
396,7220,PRESCRIPTIONS,2019-08-19 00:00:00.000,NULL,NULL,NULL
397,7220,PRESCRIPTIONS,2019-09-12 00:00:00.000,NULL,NULL,NULL
398,7220,PRESCRIPTIONS,2019-10-18 00:00:00.000,NULL,NULL,NULL
399,7220,PRESCRIPTION,2020-01-13 00:00:00.000,NULL,NULL,NULL
400,7220,PRESCRIPTION,2020-02-24 00:00:00.000,NULL,NULL,NULL
401,7220,PRESCRIPTION,2020-04-14 00:00:00.000,NULL,NULL,NULL
402,7220,PRESCRIPTION,2020-04-14 00:00:00.000,NULL,NULL,NULL
403,7220,PRESCRIPTION,2020-05-26 00:00:00.000,NULL,NULL,NULL
404,7220,PRESCRIPTION,2020-06-15 00:00:00.000,NULL,NULL,NULL
405,7220,PRESCRIPTION,2020-08-18 00:00:00.000,NULL,NULL,NULL
406,7220,PRESCRIPTION,2020-10-21 00:00:00.000,NULL,NULL,NULL
407,7220,PRESCRIPTION,2020-11-01 00:00:00.000,NULL,NULL,NULL
408,7220,PRESCRIPTION,2021-01-04 00:00:00.000,NULL,NULL,NULL
409,7220,PRESCRIPTION,2021-01-25 00:00:00.000,NULL,NULL,NULL
410,7220,PRESCRIPTION,2021-02-25 00:00:00.000,NULL,NULL,NULL
411,7220,PRESCRIPTION,2021-03-19 00:00:00.000,NULL,NULL,NULL
412,7220,PRESCRIPTION,2021-04-16 00:00:00.000,NULL,NULL,NULL
413,7220,PRESCRIPTION,2021-07-29 00:00:00.000,NULL,NULL,NULL
414,7220,PRESCRIPTION,2021-09-17 00:00:00.000,NULL,NULL,NULL
415,7220,PRESCRIPTION,2021-10-21 00:00:00.000,NULL,NULL,NULL
416,7220,PRESCRIPTION,2022-02-18 00:00:00.000,NULL,NULL,NULL
417,7220,PRESCRIPTION,2022-04-16 00:00:00.000,NULL,NULL,NULL
418,7220,PRESCRIPTION,2022-06-21 00:00:00.000,NULL,NULL,NULL
419,7220,PRESCRIPTION - FEB,2022-07-13 00:00:00.000,NULL,NULL,NULL
420,7220,PRESCRIPTION,2022-07-14 00:00:00.000,NULL,NULL,NULL
421,7220,PRESCRIPTION,2022-09-16 00:00:00.000,NULL,NULL,NULL
422,7221,PEPCO,2019-06-26 00:00:00.000,NULL,NULL,NULL
423,3756,PEPCO,2020-03-18 00:00:00.000,NULL,NULL,NULL
424,7223,PRESCRIPTIONS,2018-08-16 00:00:00.000,NULL,NULL,NULL
425,3976," - NOBE APTS",2022-12-17 00:00:00.000,NULL,NULL,NULL
426,7224,PEPCO,2010-06-10 00:00:00.000,NULL,NULL,NULL
427,7225,,2017-08-11 00:00:00.000,NULL,NULL,NULL
428,7226,PRESCRIPTIONS,2011-11-11 00:00:00.000,NULL,NULL,NULL
429,7227,PRESCRIPTIONS,2013-02-01 00:00:00.000,NULL,NULL,NULL
430,7227,PRESCRIPTIONS,2021-01-31 00:00:00.000,NULL,NULL,NULL
431,7228,PEPCO,2010-11-02 00:00:00.000,NULL,NULL,NULL
432,7229,PRESCRIPTIONS,2015-10-01 00:00:00.000,NULL,NULL,NULL
433,7230,WASH GAS,2022-02-26 00:00:00.000,NULL,NULL,NULL
434,7230," - THE MONTGOMERY",2022-04-27 00:00:00.000,NULL,NULL,NULL
435,1667,PEPCO,2021-12-17 00:00:00.000,NULL,NULL,NULL
436,7231,PEPCO,2010-09-10 00:00:00.000,NULL,NULL,NULL
437,7232,,2014-09-14 00:00:00.000,NULL,NULL,NULL
438,7233,PRESCRIPTIONS,2011-04-11 00:00:00.000,NULL,NULL,NULL
439,1611,PRESCRIPTIONS,2011-09-11 00:00:00.000,NULL,NULL,NULL
440,7234,PRESCRIPTIONS,2015-04-15 00:00:00.000,NULL,NULL,NULL
441,7235,PEPCO,2011-05-11 00:00:00.000,NULL,NULL,NULL
442,1449,PEPCO,2011-09-11 00:00:00.000,NULL,NULL,NULL
443,1449,,2015-03-15 00:00:00.000,NULL,NULL,NULL
444,1449,,2016-05-24 00:00:00.000,NULL,NULL,NULL
445,1449,PRESCRIPTIONS,2021-05-12 00:00:00.000,NULL,NULL,NULL
446,7236,PRESCRIPTION,2015-09-15 00:00:00.000,NULL,NULL,NULL
447,7237,SUBURBAN PROPANE,2010-11-10 00:00:00.000,NULL,NULL,NULL
448,7238,UTILITIES - WSSC,2009-09-09 00:00:00.000,NULL,NULL,NULL
449,7238,UTILITIES - PEPCO,2010-06-10 00:00:00.000,NULL,NULL,NULL
450,7238,UTILITIES - WSSC,2011-08-11 00:00:00.000,NULL,NULL,NULL
451,7238,BMI REALTORS,2023-02-04 00:00:00.000,NULL,NULL,NULL
452,7239,-TIMBERLAWN CRESCENT,2013-08-13 00:00:00.000,NULL,NULL,NULL
453,7240,PRESCRIPTION,2010-02-10 00:00:00.000,NULL,NULL,NULL
454,7240,PRESCRIPTION,2011-02-11 00:00:00.000,NULL,NULL,NULL
455,7241,PRESCRIPTION Jan 2011,2011-01-11 00:00:00.000,NULL,NULL,NULL
456,7120,UTILITIES (CROSSWAYS COMMUNITY),2009-06-01 00:00:00.000,NULL,NULL,NULL
457,2714,PRESCRIPTION,2022-04-16 00:00:00.000,NULL,NULL,NULL
458,2714,PRESCRIPTION  FEB 2022,2022-07-13 00:00:00.000,NULL,NULL,NULL
459,2714,"PRESCRIPTION ",2022-08-18 00:00:00.000,NULL,NULL,NULL
460,2714,"PRESCRIPTION ",2022-10-15 00:00:00.000,NULL,NULL,NULL
461,2714,"PRESCRIPTION ",2022-11-19 00:00:00.000,NULL,NULL,NULL
462,2714,"PRESCRIPTION ",2023-02-15 00:00:00.000,NULL,NULL,NULL
463,2714,"PRESCRIPTION ",2023-02-17 00:00:00.000,NULL,NULL,NULL
464,2714,"PRESCRIPTION ",2023-03-25 00:00:00.000,NULL,NULL,NULL
465,2714,PRESCRIPTION  (CORRECTIONS),2023-04-13 00:00:00.000,NULL,NULL,NULL
466,7244,PEPCO,2012-04-12 00:00:00.000,NULL,NULL,NULL
467,7245,WASHINGTON GAS,2020-03-05 00:00:00.000,NULL,NULL,NULL
468,7245,PEPCO,2020-03-05 00:00:00.000,NULL,NULL,NULL
469,7246," - HOC",2015-06-15 00:00:00.000,NULL,NULL,NULL
470,7246," - HOC",2012-02-01 00:00:00.000,NULL,NULL,NULL
471,7247,PRESCRIPTION,2011-11-11 00:00:00.000,NULL,NULL,NULL
472,7248,PRESCRIPTION,2013-11-13 00:00:00.000,NULL,NULL,NULL
473,7249,WASH GAS,2017-06-14 00:00:00.000,NULL,NULL,NULL
474,7250,PEPCO,2022-03-05 00:00:00.000,NULL,NULL,NULL
475,7251,PEPCO,2021-02-24 00:00:00.000,NULL,NULL,NULL
476,7252,WASH GAS,2022-06-11 00:00:00.000,NULL,NULL,NULL
477,7253,,2016-06-02 00:00:00.000,NULL,NULL,NULL
478,7254,PEPCO,2023-06-06 00:00:00.000,NULL,NULL,NULL
479,7255,PEPCO,2019-09-19 00:00:00.000,NULL,NULL,NULL
480,7256,PEPCO,2013-06-13 00:00:00.000,NULL,NULL,NULL
481,7257,BARRINGTON APTS,2022-03-22 00:00:00.000,NULL,NULL,NULL
482,7258,PEPCO,2014-05-14 00:00:00.000,NULL,NULL,NULL
483,7259,WASHINGTON GAS,2017-04-06 00:00:00.000,NULL,NULL,NULL
484,7260,WASHINGTON GAS,2011-12-11 00:00:00.000,NULL,NULL,NULL
485,7261,PRESCRIPTIONS,2013-12-13 00:00:00.000,NULL,NULL,NULL
486,4096,,2014-07-14 00:00:00.000,NULL,NULL,NULL
487,4096,PEPCO,2016-04-15 00:00:00.000,NULL,NULL,NULL
488,7487," HOV HOUSING",2009-10-09 00:00:00.000,Payment was made to Kamilka Miller,NULL,NULL
489,7263," - MARTIN SCOTT  LANDLORD",2019-09-06 00:00:00.000,NULL,NULL,NULL
490,7264,WSSC,2016-09-21 00:00:00.000,NULL,NULL,NULL
491,7265,PEPCO,2010-01-01 00:00:00.000,NULL,NULL,NULL
492,7266,CROSSWAYS COMMUNITY,2010-10-10 00:00:00.000,NULL,NULL,NULL
493,7267,PEPCO,2012-04-12 00:00:00.000,NULL,NULL,NULL
494,3885,HOUSING UNLIMITED,2022-07-07 00:00:00.000,NULL,NULL,NULL
495,3885,HOUSING UNLIMITED,2023-05-25 00:00:00.000,NULL,NULL,NULL
496,7268," - HOC",2018-02-09 00:00:00.000,NULL,NULL,NULL
497,7269,PEPCO,2021-12-15 00:00:00.000,NULL,NULL,NULL
498,7270,WASH GAS,2018-07-09 00:00:00.000,NULL,NULL,NULL
499,7271,UTILITIES,2019-12-17 00:00:00.000,NULL,NULL,NULL
500,7272,"U-HAUL STORAGE - ",2022-03-17 00:00:00.000,NULL,NULL,NULL
501,7273,PEPCO,2017-06-07 00:00:00.000,NULL,NULL,NULL
502,7274,,2019-09-14 00:00:00.000,NULL,NULL,NULL
503,7275,,2012-02-01 00:00:00.000,NULL,NULL,NULL
504,3844,PEPCO,2016-04-08 00:00:00.000,NULL,NULL,NULL
505,7276,PRESCRIPTIONS,2016-01-16 00:00:00.000,NULL,NULL,NULL
506,7277,PEPCO,2011-08-11 00:00:00.000,NULL,NULL,NULL
507,7278," Assistance",2020-02-21 00:00:00.000,NULL,NULL,NULL
508,7279,PEPCO,2015-03-15 00:00:00.000,NULL,NULL,NULL
509,7280," - JBG SMITH - 8001 WOODMONT",2022-06-11 00:00:00.000,NULL,NULL,NULL
510,7281," (PRIVATE HOME)",2010-12-10 00:00:00.000,NULL,NULL,NULL
511,7282,PEPCO,2022-07-26 00:00:00.000,NULL,NULL,NULL
512,7282," - NoBe MARKET APTS",2022-12-06 00:00:00.000,NULL,NULL,NULL
513,7282,PEPCO,2023-03-22 00:00:00.000,NULL,NULL,NULL
514,7283,,2015-07-15 00:00:00.000,NULL,NULL,NULL
515,7284,,2012-12-12 00:00:00.000,NULL,NULL,NULL
516,7285,PEPCO,2014-06-14 00:00:00.000,NULL,NULL,NULL
517,7286,WASH GAS,2015-09-01 00:00:00.000,NULL,NULL,NULL
518,7287,PRESCRIPTION - GIANT,2009-11-01 00:00:00.000,NULL,NULL,NULL
519,7288,PRESCRIPTION - GIANT,2011-06-11 00:00:00.000,NULL,NULL,NULL
520,7288,PEPCO,2019-01-23 00:00:00.000,NULL,NULL,NULL
521,7289," - OXFORD HOUSE",2016-08-24 00:00:00.000,NULL,NULL,NULL
522,7290," - BNR MANAGEMENT",2010-07-10 00:00:00.000,NULL,NULL,NULL
523,7291," - HOC",2012-07-12 00:00:00.000,NULL,NULL,NULL
524,7291," - HOC",2015-10-15 00:00:00.000,NULL,NULL,NULL
525,7292," - PERSEI APARTMENTS",2019-02-01 00:00:00.000,NULL,NULL,NULL
526,7293,HOTEL - MARRIOTT,2022-01-19 00:00:00.000,NULL,NULL,NULL
527,7294,PRESCRIPTIONS,2012-07-12 00:00:00.000,NULL,NULL,NULL
528,7295,PEPCO,2010-11-10 00:00:00.000,NULL,NULL,NULL
529,7296,,2012-12-12 00:00:00.000,NULL,NULL,NULL
530,7297,PRESCRIPTIONS,2014-03-14 00:00:00.000,NULL,NULL,NULL
531,7298,PEPCO,2019-03-07 00:00:00.000,NULL,NULL,NULL
532,7299,PRESCRIPTIONS,2021-04-16 00:00:00.000,NULL,NULL,NULL
533,7300,PEPCO,2010-05-10 00:00:00.000,NULL,NULL,NULL
534,7301," 0 HOC",2018-05-11 00:00:00.000,NULL,NULL,NULL
535,7302,PEPCO,2012-12-12 00:00:00.000,NULL,NULL,NULL
536,7302,WASH GAS,2013-07-13 00:00:00.000,NULL,NULL,NULL
537,7303,,2009-07-01 00:00:00.000,NULL,NULL,NULL
538,7304,"PRESCRIPTION ",2009-09-09 00:00:00.000,NULL,NULL,NULL
539,7305," - HOC",2017-07-19 00:00:00.000,NULL,NULL,NULL
540,7306,PEPCO,2010-12-10 00:00:00.000,NULL,NULL,NULL
541,7306,WASH GAS,2017-06-22 00:00:00.000,NULL,NULL,NULL
542,7306,PEPCO,2022-10-27 00:00:00.000,NULL,NULL,NULL
543,7308,PEPCO,2011-07-11 00:00:00.000,This payment was made to the account of Allie Paza (Pava).,NULL,NULL
544,7308,PEPCO,2013-05-13 00:00:00.000,NULL,NULL,NULL
545,7309,PEPCO,2017-11-03 00:00:00.000,NULL,NULL,NULL
546,7310,PRESCRIPTIONS,2013-10-13 00:00:00.000,NULL,NULL,NULL
547,7311,PEPCO,2022-01-13 00:00:00.000,NULL,NULL,NULL
548,7312," & UTILITIES",2010-02-10 00:00:00.000,NULL,NULL,NULL
549,7313,WASH GAS,2014-07-14 00:00:00.000,NULL,NULL,NULL
550,7313,PEPCO,2016-09-23 00:00:00.000,NULL,NULL,NULL
551,7314,WASH GAS,2016-12-29 00:00:00.000,NULL,NULL,NULL
552,7314,WASH GAS,2018-01-31 00:00:00.000,NULL,NULL,NULL
553,7314,PEPCO,2019-03-22 00:00:00.000,NULL,NULL,NULL
554,7314,WSSC,2021-06-14 00:00:00.000,NULL,NULL,NULL
555,7314,,2021-11-25 00:00:00.000,NULL,NULL,NULL
556,7314,WSSC,2022-11-01 00:00:00.000,NULL,NULL,NULL
557,7315,PRESCRIPTION,2017-06-20 00:00:00.000,NULL,NULL,NULL
558,7315,PRESCRIPTION,2019-03-13 00:00:00.000,NULL,NULL,NULL
559,7315,PRESCRIPTION,2018-03-15 00:00:00.000,NULL,NULL,NULL
560,7316,PRESCRIPTIONS,2014-10-14 00:00:00.000,NULL,NULL,NULL
561,7317,PEPCO,2010-09-10 00:00:00.000,NULL,NULL,NULL
562,7318,MEDICAL,2022-03-08 00:00:00.000,NULL,NULL,NULL
563,7319,PEPCO,2011-06-11 00:00:00.000,NULL,NULL,NULL
564,7320,PRESCRIPTIONS,2019-03-13 00:00:00.000,Both a payment and refund of $3.40 was issued 3/13/2019.,NULL,NULL
565,7321,WSSC,2018-09-27 00:00:00.000,NULL,NULL,NULL
566,7322,PEPCO,2010-10-10 00:00:00.000,NULL,NULL,NULL
567,7323,PRESCRIPTIONS,2011-09-11 00:00:00.000,NULL,NULL,NULL
568,7324,,2020-02-20 00:00:00.000,NULL,NULL,NULL
569,7325,PRESCRIPTIONS,2010-07-10 00:00:00.000,NULL,NULL,NULL
570,7326,WASH GAS,2012-09-12 00:00:00.000,NULL,NULL,NULL
571,7326,WSSC,2012-09-12 00:00:00.000,NULL,NULL,NULL
572,7327,PEPCO,2019-12-10 00:00:00.000,NULL,NULL,NULL
573,7328,WASH GAS,2015-09-15 00:00:00.000,NULL,NULL,NULL
574,7329,PEPCO,2017-03-10 00:00:00.000,NULL,NULL,NULL
575,7330,PRESCRIPTION,2011-01-11 00:00:00.000,NULL,NULL,NULL
576,7331,PRESCRIPTION,2013-10-13 00:00:00.000,NULL,NULL,NULL
577,7332,,2014-11-13 00:00:00.000,NULL,NULL,NULL
578,1541," ROLLINGWOOD APTS",2023-05-06 00:00:00.000,Client's first name was spelled Shane when this payment was made.,NULL,NULL
579,1541,ROLLINGWOOD APTS,2022-07-20 00:00:00.000,Client's name was spelled Shane when this payment was made.,NULL,NULL
580,1542,WSSC  OCT 09,2009-10-09 00:00:00.000,NULL,NULL,NULL
581,7335,PEPCO,2010-06-10 00:00:00.000,NULL,NULL,NULL
582,7336,WSSC,2011-08-11 00:00:00.000,NULL,NULL,NULL
583,7337,,2013-02-01 00:00:00.000,NULL,NULL,NULL
584,3978,PEPCO,2008-01-01 00:00:00.000,NULL,NULL,NULL
585,3978,PEPCO,2011-05-11 00:00:00.000,NULL,NULL,NULL
586,3978,PEPCO,2012-04-12 00:00:00.000,NULL,NULL,NULL
587,3978,PEPCO,2019-12-09 00:00:00.000,NULL,NULL,NULL
588,3978,TIMBERLAWN CRESCENT,2023-01-13 00:00:00.000,NULL,NULL,NULL
589,7338,PEPCO,2011-05-11 00:00:00.000,NULL,NULL,NULL
590,7339,WESTWOOD TOWER APTS,2022-03-24 00:00:00.000,NULL,NULL,NULL
591,7340,PRESCRIPTION,2010-05-10 00:00:00.000,NULL,NULL,NULL
592,7341,PRESCRIPTIONS,2011-04-11 00:00:00.000,NULL,NULL,NULL
593,7342,WASHINGTON GAS,2013-03-13 00:00:00.000,NULL,NULL,NULL
594,7343,PRESCRIPTIONS,2015-02-10 00:00:00.000,NULL,NULL,NULL
595,1546,PRESCRIPTIONS,2013-02-01 00:00:00.000,NULL,NULL,NULL
596,1546,PRESCRIPTIONS,2017-11-17 00:00:00.000,NULL,NULL,NULL
597,1546,PRESCRIPTIONS,2018-04-13 00:00:00.000,NULL,NULL,NULL
598,1546,PRESCRIPTION,2020-02-24 00:00:00.000,NULL,NULL,NULL
599,1546,PRESCRIPTIONS,2021-02-25 00:00:00.000,NULL,NULL,NULL
600,7344,PEPCO,2017-05-08 00:00:00.000,NULL,NULL,NULL
601,7345,NWP-ELECTRICITY,2012-10-12 00:00:00.000,NULL,NULL,NULL
602,1548,PRESCRIPTIONS,2018-03-15 00:00:00.000,NULL,NULL,NULL
603,1548,PRESCRIPTIONS,2018-06-14 00:00:00.000,NULL,NULL,NULL
604,1548,PRESCRIPTIONS,2018-09-17 00:00:00.000,NULL,NULL,NULL
605,1548,PRESCRIPTIONS,2018-11-26 00:00:00.000,NULL,NULL,NULL
606,1548,PRESCRIPTIONS,2018-12-17 00:00:00.000,NULL,NULL,NULL
607,1548,PRESCRIPTIONS,2019-03-13 00:00:00.000,NULL,NULL,NULL
608,1548,PRESCRIPTIONS,2019-07-15 00:00:00.000,NULL,NULL,NULL
609,1548,PRESCRIPTIONS,2019-08-06 00:00:00.000,NULL,NULL,NULL
610,1548,PRESCRIPTIONS,2019-09-12 00:00:00.000,NULL,NULL,NULL
611,1548,PRESCRIPTIONS,2019-10-18 00:00:00.000,NULL,NULL,NULL
612,1548,PRESCRIPTION,2020-01-13 00:00:00.000,NULL,NULL,NULL
613,1548,PRESCRIPTION,2020-02-24 00:00:00.000,NULL,NULL,NULL
614,1548,PRESCRIPTION,2020-04-14 00:00:00.000,NULL,NULL,NULL
615,1548,PRESCRIPTION,2020-04-14 00:00:00.000,NULL,NULL,NULL
616,1548,PRESCRIPTION,2020-05-26 00:00:00.000,NULL,NULL,NULL
617,1548,PRESCRIPTION,2020-06-15 00:00:00.000,NULL,NULL,NULL
618,1548,PRESCRIPTION,2020-08-18 00:00:00.000,NULL,NULL,NULL
619,1548,PRESCRIPTION,2020-09-18 00:00:00.000,NULL,NULL,NULL
620,1548,PRESCRIPTION,2020-11-19 00:00:00.000,NULL,NULL,NULL
621,1548,PRESCRIPTION,2021-01-25 00:00:00.000,NULL,NULL,NULL
622,1548,PRESCRIPTION,2021-05-12 00:00:00.000,NULL,NULL,NULL
623,1548,PRESCRIPTION,2021-08-12 00:00:00.000,NULL,NULL,NULL
624,1548,PRESCRIPTION,2022-02-18 00:00:00.000,NULL,NULL,NULL
625,7346,PRESCRIPTIONS,2015-07-15 00:00:00.000,NULL,NULL,NULL
626,7347,PRESCRIPTIONS FEB 2022,2022-07-13 00:00:00.000,NULL,NULL,NULL
627,7348,PEPCO,2009-03-06 00:00:00.000,NULL,NULL,NULL
628,7349,PRESCRIPTION,2020-06-15 00:00:00.000,NULL,NULL,NULL
629,7350,PEPCO,2011-03-11 00:00:00.000,NULL,NULL,NULL
630,7351,PEPCO,2014-08-14 00:00:00.000,NULL,NULL,NULL
631,7352,PEPCO,2019-08-03 00:00:00.000,NULL,NULL,NULL
632,7353,"SECURITY DEPOSIT  ",2009-12-09 00:00:00.000,NULL,NULL,NULL
633,7354,,2014-03-14 00:00:00.000,NULL,NULL,NULL
634,7355,PRESCRIPTION,2011-02-11 00:00:00.000,NULL,NULL,NULL
635,7356,PEPCO,2019-10-23 00:00:00.000,NULL,NULL,NULL
636,7357,PEPCO,2014-06-14 00:00:00.000,NULL,NULL,NULL
637,3796," - HELEN LAM",2022-06-11 00:00:00.000,NULL,NULL,NULL
638,7358,PEPCO,2012-03-12 00:00:00.000,NULL,NULL,NULL
639,7358,PEPCO,2014-03-14 00:00:00.000,NULL,NULL,NULL
640,7359,WASHINGTON GAS,2012-05-12 00:00:00.000,NULL,NULL,NULL
641,7360,PRESCRIPTION,2010-01-01 00:00:00.000,NULL,NULL,NULL
642,7361,WSSC,2017-11-24 00:00:00.000,NULL,NULL,NULL
643,7361,WSSC,2018-04-04 00:00:00.000,NULL,NULL,NULL
644,7361,WSSC,2019-03-09 00:00:00.000,NULL,NULL,NULL
645,7362,PEPCO,2018-02-13 00:00:00.000,NULL,NULL,NULL
646,7362,PEPCO,2018-08-11 00:00:00.000,NULL,NULL,NULL
647,7362,PEPCO,2019-11-09 00:00:00.000,NULL,NULL,NULL
648,7363,PEPCO,2012-08-01 00:00:00.000,NULL,NULL,NULL
649,7363,,2013-09-13 00:00:00.000,NULL,NULL,NULL
650,7363,,2015-10-15 00:00:00.000,NULL,NULL,NULL
651,7364,PEPCO,2010-08-10 00:00:00.000,NULL,NULL,NULL
652,7364,,2014-07-14 00:00:00.000,NULL,NULL,NULL
653,7365,PRESCRIPTION,2016-10-24 00:00:00.000,NULL,NULL,NULL
654,7366,PRESCRIPTION,2013-01-13 00:00:00.000,NULL,NULL,NULL
655,7367,PEPCO,2013-03-13 00:00:00.000,NULL,NULL,NULL
656,7368,PEPCO,2018-04-16 00:00:00.000,NULL,NULL,NULL
657,7369,PRESCRIPTION,2010-02-10 00:00:00.000,NULL,NULL,NULL
658,7370,PRESCRIPTION,2019-09-12 00:00:00.000,NULL,NULL,NULL
659,7371,,2017-03-09 00:00:00.000,NULL,NULL,NULL
660,7372,WSSC,2011-02-11 00:00:00.000,NULL,NULL,NULL
661,7373,"  BETHESDA HILL APTS",2022-09-29 00:00:00.000,NULL,NULL,NULL
662,7374,PRESCRIPTION,2013-07-13 00:00:00.000,NULL,NULL,NULL
663,7375,PRESCRIPTIONS,2014-12-14 00:00:00.000,NULL,NULL,NULL
664,7376,PEPCO,2010-08-10 00:00:00.000,NULL,NULL,NULL
665,7376,PEPCO,2012-04-12 00:00:00.000,NULL,NULL,NULL
666,7376,PEPCO,2016-04-11 00:00:00.000,NULL,NULL,NULL
667,7377,,2015-01-15 00:00:00.000,NULL,NULL,NULL
668,7378,PEPCO,2011-02-11 00:00:00.000,NULL,NULL,NULL
669,7379,PEPCO,2016-05-10 00:00:00.000,NULL,NULL,NULL
670,7380,PEPCO   FEB 2010,2010-02-10 00:00:00.000,NULL,NULL,NULL
671,7381,WSSC,2012-04-12 00:00:00.000,NULL,NULL,NULL
672,7382,PEPCO,2010-07-10 00:00:00.000,NULL,NULL,NULL
673,7382,PEPCO,2011-07-11 00:00:00.000,NULL,NULL,NULL
674,7382,,2017-09-16 00:00:00.000,NULL,NULL,NULL
675,7383,"HOC - ",2013-09-13 00:00:00.000,NULL,NULL,NULL
676,7384,PRESCRIPTIONS,2018-01-19 00:00:00.000,NULL,NULL,NULL
677,7385,"HOC - ",2012-09-12 00:00:00.000,NULL,NULL,NULL
678,7386,WASH GAS,2010-07-10 00:00:00.000,NULL,NULL,NULL
679,7387,PRESCRIPTION,2009-09-09 00:00:00.000,NULL,NULL,NULL
680,7388," CROSSWAYS COMMUNITY",2009-11-09 00:00:00.000,NULL,NULL,NULL
681,7389,PRESCRIPTION,2012-08-12 00:00:00.000,NULL,NULL,NULL
